xmin;ymin;xmax;ymax;confidence;class;name;xc;yc;bbox_H;bbox_W;image;H;W;rel_xc;rel_yc;rel_W;rel_H;y_rounder;obj_sorter;FRUIT_ID;q;i1;i2
1373.658203;1944.586426;1744.74231;2349.999268;0.951270163;0;Sliced_Fruit;1558.658203;2146.586426;405.4128418;371.0841064;Rosso B1 (1-5) 1,1,0.JPG;4032;3024;0.5154293;0.532387506;0.122712998;0.10054882;5;1563.658203;3;1;1;0
1973.74353;1979.834106;2319.53418;2359.980957;0.930246592;0;Sliced_Fruit;2145.74353;2169.834106;380.1468506;345.7906494;Rosso B1 (1-5) 1,1,0.JPG;4032;3024;0.709571273;0.5381533;0.11434876;0.094282453;5;2150.74353;4;1;2;0
1396.481323;2606.15625;1776.345947;3052.179199;0.892445445;0;Sliced_Fruit;1585.481323;2829.15625;446.0229492;379.864624;Rosso B1 (1-5) 1,1,0.JPG;4032;3024;0.524299379;0.701675657;0.125616608;0.110620771;7;1592.481323;5;1;1;0
1453.629395;1455.620728;1817.827759;1851.223999;0.953302085;0;Sliced_Fruit;1635.629395;1652.620728;395.6032715;364.1983643;Rosso B2 (6-10) 1,1,0.JPG;4032;3024;0.540882736;0.409876173;0.120435967;0.098115891;4;1639.629395;1;1;1;0
1982.35083;1524.990479;2318.744873;1918.8573;0.95378238;0;Sliced_Fruit;2150.35083;1720.990479;393.8668213;336.394043;Rosso B2 (6-10) 1,1,0.JPG;4032;3024;0.711094851;0.426832956;0.111241416;0.097685224;4;2154.35083;2;1;1;0
1478.827637;2040.269043;1825.330322;2448.104492;0.954972863;0;Sliced_Fruit;1651.827637;2243.269043;407.8354492;346.5026855;Rosso B2 (6-10) 1,1,0.JPG;4032;3024;0.546239298;0.55636633;0.114584221;0.101149665;6;1657.827637;3;1;2;0
2036.245605;2106.995117;2367.039795;2488.074707;0.94890672;0;Sliced_Fruit;2201.245605;2296.995117;381.0795898;330.7941895;Rosso B2 (6-10) 1,1,0.JPG;4032;3024;0.727925134;0.569691249;0.109389613;0.094513787;6;2207.245605;4;1;1;0
1697.221436;2660.068115;2054.146484;3058.567139;0.953204989;0;Sliced_Fruit;1875.221436;2859.068115;398.4990234;356.9250488;Rosso B2 (6-10) 1,1,0.JPG;4032;3024;0.620112909;0.709094275;0.11803077;0.098834083;7;1882.221436;5;1;1;0
1071.228638;897.8092651;1623.172607;1601.13562;0.890046;0;Sliced_Fruit;1346.228638;1248.809265;703.326355;551.9439697;T0 1 (1-8).JPG;4032;3024;0.445181428;0.30972452;0.182521154;0.1744361;2;1348.228638;1;3;3;0
1718.660278;875.3077393;2298.111084;1619.565796;0.703404665;0;Sliced_Fruit;2007.660278;1247.307739;744.2580566;579.4508057;T0 1 (1-8).JPG;4032;3024;0.663908822;0.309352118;0.19161733;0.184587812;2;2009.660278;2;3;3;0
1086.529053;1696.853882;1601.415039;2328.050537;0.928041935;0;Sliced_Fruit;1343.529053;2011.853882;631.1966553;514.8859863;T0 1 (1-8).JPG;4032;3024;0.444288708;0.498971697;0.17026653;0.15654679;3;1346.529053;3;3;3;0
1661.026489;1713.619385;2220.998535;2389.42041;0.945425034;0;Sliced_Fruit;1940.026489;2050.619385;675.8010254;559.9720459;T0 1 (1-8).JPG;4032;3024;0.641543151;0.508586157;0.185175941;0.167609381;3;1943.026489;4;3;3;0
1095.151978;2414.824707;1626.818604;3068.826416;0.950358748;0;Sliced_Fruit;1360.151978;2741.824707;654.001709;531.666626;T0 1 (1-8).JPG;4032;3024;0.449785707;0.680016048;0.175815683;0.162202805;4;1364.151978;5;3;3;0
1775.231567;2436.845703;2336.479248;3031.609619;0.950806856;0;Sliced_Fruit;2055.231567;2733.845703;594.763916;561.2476807;T0 1 (1-8).JPG;4032;3024;0.679640069;0.678037129;0.185597778;0.147510892;4;2059.231567;6;3;3;0
1063.440918;3127.382324;1589.529419;3754.623047;0.899726331;0;Sliced_Fruit;1326.440918;3440.382324;627.2407227;526.088501;T0 1 (1-8).JPG;4032;3024;0.43863787;0.853269426;0.173971065;0.155565655;5;1331.440918;7;3;3;0
1841.514893;3058.758057;2367.355957;3821.751709;0.923923135;0;Sliced_Fruit;2103.514893;3439.758057;762.9936523;525.8410645;T0 1 (1-8).JPG;4032;3024;0.695606777;0.853114597;0.173889241;0.189234537;5;2108.514893;8;3;3;0
1033.347534;877.0075073;1592.245605;1587.790039;0.899417281;0;Sliced_Fruit;1312.347534;1232.007507;710.7825317;558.8980713;T0 4 (25-32).JPG;4032;3024;0.433977359;0.305557417;0.184820791;0.17628535;2;1314.347534;1;4;3;1
1762.809814;879.2244873;2383.545898;1522.843018;0.934175193;0;Sliced_Fruit;2072.809814;1200.224487;643.6185303;620.736084;T0 4 (25-32).JPG;4032;3024;0.685452981;0.297674724;0.205269869;0.159627612;2;2074.809814;2;3;3;0
1041.634399;1627.419312;1557.471313;2270.034912;0.940880299;0;Sliced_Fruit;1298.634399;1948.419312;642.6156006;515.8369141;T0 4 (25-32).JPG;4032;3024;0.429442592;0.483238917;0.17058099;0.159378869;3;1301.634399;3;3;3;0
1776.560303;1633.817139;2297.303955;2324.216553;0.9465276;0;Sliced_Fruit;2036.560303;1978.817139;690.3994141;520.7436523;T0 4 (25-32).JPG;4032;3024;0.673465709;0.49077806;0.172203589;0.171230013;3;2039.560303;4;3;3;0
1845.123413;2359.90332;2396.286865;3045.59082;0.878163815;0;Sliced_Fruit;2120.123413;2701.90332;685.6875;551.1634521;T0 4 (25-32).JPG;4032;3024;0.701099012;0.670114911;0.182263046;0.170061384;4;2124.123413;5;3;3;0
1010.59375;3241.40918;1618.837524;3924.640625;0.921979427;0;Sliced_Fruit;1314.59375;3582.40918;683.2314453;608.2437744;T0 4 (25-32).JPG;4032;3024;0.434720155;0.88849434;0.201138814;0.169452243;5;1319.59375;6;2;3;0
1812.695679;3163.544678;2389.865479;3838.305908;0.939287901;0;Sliced_Fruit;2100.695679;3500.544678;674.7612305;577.1697998;T0 4 (25-32).JPG;4032;3024;0.694674497;0.868190644;0.190863029;0.167351496;5;2105.695679;7;3;3;0
959.6600342;876.8383179;1754.109619;1416.496216;0.899849772;0;Sliced_Fruit;1356.660034;1145.838318;539.6578979;794.449585;T0 5 (33-40).JPG;4032;3024;0.448630964;0.284186091;0.26271481;0.133843725;2;1358.660034;1;2;3;0
1839.177002;928.4240112;2461.562744;1426.150391;0.947813988;0;Sliced_Fruit;2150.177002;1176.424011;497.7263794;622.3857422;T0 5 (33-40).JPG;4032;3024;0.711037368;0.291771828;0.205815391;0.123444043;2;2152.177002;2;3;3;0
960.4998169;1525.84729;1512.028076;2345.213379;0.861977339;0;Sliced_Fruit;1235.499817;1934.84729;819.3660889;551.5282593;T0 5 (33-40).JPG;4032;3024;0.408564754;0.47987284;0.182383684;0.203215796;3;1238.499817;3;3;4;0
1786.68042;1503.234253;2289.902832;2188.660156;0.929944932;0;Sliced_Fruit;2037.68042;1845.234253;685.4259033;503.2224121;T0 5 (33-40).JPG;4032;3024;0.673836118;0.457647384;0.166409528;0.169996504;3;2040.68042;4;3;3;0
949.5325317;2393.547607;1546.671875;3052.80835;0.949143767;0;Sliced_Fruit;1247.532532;2722.547607;659.2607422;597.1393433;T0 5 (33-40).JPG;4032;3024;0.412543827;0.675235022;0.197466714;0.163507129;4;1251.532532;5;3;3;0
1766.619263;2277.500488;2308.581543;2913.111328;0.947434366;0;Sliced_Fruit;2036.619263;2594.500488;635.6108398;541.9622803;T0 5 (33-40).JPG;4032;3024;0.673485206;0.643477304;0.179220331;0.157641577;4;2040.619263;6;2;3;0
1037.589233;3129.247559;1547.709106;3874.278076;0.797196031;0;Sliced_Fruit;1292.589233;3501.247559;745.0305176;510.119873;T0 5 (33-40).JPG;4032;3024;0.42744353;0.86836497;0.168690434;0.184779394;5;1297.589233;7;2;3;0
1743.929321;3115.169922;2255.746582;3716.146973;0.742444694;0;Sliced_Fruit;1998.929321;3415.169922;600.9770508;511.8172607;T0 5 (33-40).JPG;4032;3024;0.661021601;0.84701635;0.16925174;0.149051848;5;2003.929321;8;3;3;0
1147.498779;992.7477417;1754.242188;1676.721802;0.872270703;0;Sliced_Fruit;1450.498779;1333.747742;683.9740601;606.7434082;T0 7 (49-50).JPG;4032;3024;0.479662295;0.330790611;0.200642661;0.169636424;2;1452.498779;1;3;3;0
1177.355347;1859.749268;1706.612183;2564.74292;0.924254894;0;Sliced_Fruit;1441.355347;2211.749268;704.9936523;529.2568359;T0 7 (49-50).JPG;4032;3024;0.476638673;0.548548925;0.175018795;0.174849616;3;1444.355347;2;3;3;0
1135.013428;979.6879272;1648.070557;1584.685181;0.945711017;0;Sliced_Fruit;1391.013428;1281.687927;604.9972534;513.0571289;T0 Gul 1.1 (1-8).JPG;4032;3024;0.459991213;0.31787895;0.169661749;0.150048922;2;1393.013428;1;3;3;0
1812.043457;1032.342896;2304.012207;1651.97522;0.898810089;0;Sliced_Fruit;2057.043457;1341.342896;619.6323242;491.96875;T0 Gul 1.1 (1-8).JPG;4032;3024;0.680239238;0.332674329;0.162688079;0.153678652;2;2059.043457;2;2;2;0
1125.937134;1650.567261;1660.111328;2311.729736;0.948523641;0;Sliced_Fruit;1392.937134;1980.567261;661.1624756;534.1741943;T0 Gul 1.1 (1-8).JPG;4032;3024;0.460627359;0.491212118;0.176644906;0.163978789;3;1395.937134;3;3;4;0
1802.869263;1708.194702;2384.102295;2475.398926;0.939577281;0;Sliced_Fruit;2092.869263;2091.194702;767.2042236;581.2330322;T0 Gul 1.1 (1-8).JPG;4032;3024;0.692086396;0.51864948;0.192206691;0.190278825;3;2095.869263;4;2;4;0
1028.524536;2385.435059;1609.61731;3113.792236;0.930119276;0;Sliced_Fruit;1318.524536;2749.435059;728.3571777;581.0927734;T0 Gul 1.1 (1-8).JPG;4032;3024;0.436020019;0.681903536;0.192160309;0.180644141;4;1322.524536;5;3;3;0
1803.47876;2533.408447;2357.980225;3177.195801;0.948929667;0;Sliced_Fruit;2080.47876;2854.408447;643.7873535;554.5014648;T0 Gul 1.1 (1-8).JPG;4032;3024;0.687989008;0.707938603;0.183366887;0.159669483;4;2084.47876;6;2;2;0
1019.877563;3188.051514;1525.82959;3832.374756;0.926395416;0;Sliced_Fruit;1271.877563;3510.051514;644.3232422;505.9520264;T0 Gul 1.1 (1-8).JPG;4032;3024;0.420594432;0.87054849;0.167312178;0.159802391;5;1276.877563;7;3;3;0
1728.679199;3229.400391;2301.376465;3959.228516;0.870076239;0;Sliced_Fruit;2014.679199;3593.400391;729.828125;572.6972656;T0 Gul 1.1 (1-8).JPG;4032;3024;0.666229894;0.891220335;0.189384016;0.18100896;5;2019.679199;8;3;3;0
1108.320679;1045.136719;1649.501953;1752.566406;0.937552273;0;Sliced_Fruit;1378.320679;1398.136719;707.4296875;541.1812744;T0 Gul 1.2 (9-16).JPG;4032;3024;0.455793875;0.346760099;0.178962062;0.175453792;2;1380.320679;1;3;4;0
1753.920898;1104.008911;2306.137939;1727.93457;0.896164477;0;Sliced_Fruit;2029.920898;1415.008911;623.9256592;552.217041;T0 Gul 1.2 (9-16).JPG;4032;3024;0.671270138;0.35094467;0.182611455;0.154743467;2;2031.920898;2;3;3;0
1106.157104;1811.32959;1609.140259;2377.919189;0.938875377;0;Sliced_Fruit;1357.157104;2094.32959;566.5895996;502.9831543;T0 Gul 1.2 (9-16).JPG;4032;3024;0.448795339;0.519426982;0.166330408;0.140523214;3;1360.157104;3;3;3;0
1714.379883;1798.405762;2280.306641;2466.470215;0.928274393;0;Sliced_Fruit;1996.379883;2132.405762;668.0644531;565.9267578;T0 Gul 1.2 (9-16).JPG;4032;3024;0.660178533;0.528870477;0.187145092;0.165690589;3;1999.379883;4;3;4;0
988.7797852;2433.496094;1520.089844;3154.108887;0.937746286;0;Sliced_Fruit;1253.779785;2793.496094;720.612793;531.3100586;T0 Gul 1.2 (9-16).JPG;4032;3024;0.414609717;0.692831372;0.175697771;0.178723411;4;1257.779785;5;2;3;0
1729.244995;2528.541016;2259.537109;3184.223145;0.941154003;0;Sliced_Fruit;1994.244995;2855.541016;655.6821289;530.2921143;T0 Gul 1.2 (9-16).JPG;4032;3024;0.659472551;0.708219498;0.175361149;0.162619576;4;1998.244995;6;3;3;0
964.2408447;3214.403809;1542.113403;3808.681641;0.942703366;0;Sliced_Fruit;1252.240845;3511.403809;594.277832;577.8725586;T0 Gul 1.2 (9-16).JPG;4032;3024;0.414100808;0.870883881;0.191095423;0.147390335;5;1257.240845;7;3;4;0
1051.252319;1101.259033;1567.503662;1779.522095;0.905952275;0;Sliced_Fruit;1309.252319;1440.259033;678.2630615;516.2513428;T0 Gul 1.3 (17-24).JPG;4032;3024;0.432953809;0.357207101;0.170718037;0.168220005;2;1311.252319;1;2;2;0
1748.34082;1112.887451;2288.966553;1803.271484;0.906269729;0;Sliced_Fruit;2018.34082;1457.887451;690.3840332;540.6257324;T0 Gul 1.3 (17-24).JPG;4032;3024;0.667440747;0.361579229;0.178778351;0.171226199;2;2020.34082;2;3;4;0
1018.459412;1865.568604;1557.074585;2469.21582;0.946669579;0;Sliced_Fruit;1287.459412;2166.568604;603.6472168;538.6151733;T0 Gul 1.3 (17-24).JPG;4032;3024;0.42574716;0.537343404;0.178113483;0.149714091;3;1290.459412;3;3;5;0
1711.504517;1865.160767;2276.907227;2511.662598;0.949253142;0;Sliced_Fruit;1993.504517;2188.160767;646.5018311;565.40271;T0 Gul 1.3 (17-24).JPG;4032;3024;0.659227684;0.542698603;0.186971796;0.160342716;3;1996.504517;4;3;4;0
942.6308594;2567.793945;1487.720825;3174.174316;0.946911037;0;Sliced_Fruit;1214.630859;2870.793945;606.3803711;545.0899658;T0 Gul 1.3 (17-24).JPG;4032;3024;0.401663644;0.712002467;0.180254618;0.150391957;4;1218.630859;5;2;2;0
1700.199341;2554.398438;2195.517334;3186.577148;0.947124779;0;Sliced_Fruit;1947.199341;2870.398438;632.1787109;495.3179932;T0 Gul 1.3 (17-24).JPG;4032;3024;0.643915126;0.711904374;0.163795633;0.156790355;4;1951.199341;6;2;1;0
903.7412109;3202.241943;1448.479248;3892.403564;0.948482454;0;Sliced_Fruit;1175.741211;3547.241943;690.1616211;544.7380371;T0 Gul 1.3 (17-24).JPG;4032;3024;0.38880331;0.879772307;0.18013824;0.171171037;5;1180.741211;7;3;5;0
1568.680908;3293.237305;2144.58374;3906.759033;0.932323813;0;Sliced_Fruit;1855.680908;3599.237305;613.5217285;575.902832;T0 Gul 1.3 (17-24).JPG;4032;3024;0.613651094;0.892667982;0.190444058;0.152163127;6;1861.680908;8;3;4;0
1068.102417;1088.675049;1598.468628;1802.970459;0.934810579;0;Sliced_Fruit;1333.102417;1445.675049;714.2954102;530.3662109;T0 Gul 1.4 (25-30).JPG;4032;3024;0.440840746;0.358550359;0.175385652;0.1771566;2;1335.102417;1;3;3;0
1745.988403;1146.103149;2292.981689;1763.028687;0.916299224;0;Sliced_Fruit;2018.988403;1454.103149;616.9255371;546.9932861;T0 Gul 1.4 (25-30).JPG;4032;3024;0.667654895;0.360640662;0.180884023;0.153007326;2;2020.988403;2;3;3;0
1047.800537;1843.656616;1587.092529;2461.924805;0.94479543;0;Sliced_Fruit;1316.800537;2152.656616;618.2681885;539.2919922;T0 Gul 1.4 (25-30).JPG;4032;3024;0.435449913;0.53389301;0.178337299;0.153340325;3;1319.800537;3;3;3;0
1721.666992;1876.235596;2285.614258;2540;0.92771548;0;Sliced_Fruit;2002.666992;2207.235596;663.7644043;563.9472656;T0 Gul 1.4 (25-30).JPG;4032;3024;0.662257603;0.547429463;0.186490498;0.164624108;3;2005.666992;4;3;3;0
960.2055054;2592.754883;1539.662476;3239.833984;0.936481059;0;Sliced_Fruit;1249.205505;2915.754883;647.0791016;579.4569702;T0 Gul 1.4 (25-30).JPG;4032;3024;0.413097059;0.723153493;0.191619368;0.160485888;4;1253.205505;5;3;3;0
1698.946167;2633.954102;2183.660889;3272.273926;0.94019568;0;Sliced_Fruit;1940.946167;2952.954102;638.3198242;484.7147217;T0 Gul 1.4 (25-30).JPG;4032;3024;0.641847277;0.732379489;0.16028926;0.158313448;5;1945.946167;6;2;3;0
1024.002808;1064.473267;1564.330444;1746.381958;0.910831809;0;Sliced_Fruit;1294.002808;1404.473267;681.9086914;540.3276367;T0 Gul 2.1 (1-8).JPG;4032;3024;0.427910981;0.348331663;0.178679774;0.169124179;2;1296.002808;1;3;5;0
1776.206055;989.8660278;2297.601074;1775.221069;0.921711624;0;Sliced_Fruit;2036.206055;1381.866028;785.3550415;521.3950195;T0 Gul 2.1 (1-8).JPG;4032;3024;0.673348563;0.342724709;0.172418988;0.194780516;2;2038.206055;2;2;4;0
1066.987305;1808.536377;1578.088867;2376.896729;0.948277116;0;Sliced_Fruit;1321.987305;2092.536377;568.3603516;511.1015625;T0 Gul 2.1 (1-8).JPG;4032;3024;0.437165114;0.518982236;0.169015067;0.140962389;3;1324.987305;3;3;2;0
1757.460815;1862.433594;2217.359131;2421.758789;0.949182689;0;Sliced_Fruit;1986.460815;2141.433594;559.3251953;459.8983154;T0 Gul 2.1 (1-8).JPG;4032;3024;0.656898418;0.531109522;0.152082776;0.138721527;3;1989.460815;4;2;2;0
990.1883545;2536.290039;1604.802124;3178.303955;0.943599939;0;Sliced_Fruit;1297.188354;2857.290039;642.013916;614.6137695;T0 Gul 2.1 (1-8).JPG;4032;3024;0.428964403;0.708653283;0.203245294;0.159229642;4;1301.188354;5;3;4;0
1715.876343;2496.376953;2299.163574;3184.272949;0.942559242;0;Sliced_Fruit;2006.876343;2839.376953;687.8959961;583.2872314;T0 Gul 2.1 (1-8).JPG;4032;3024;0.663649584;0.704210554;0.192885989;0.170609126;4;2010.876343;6;3;5;0
872.2008057;3208.945557;1704.113037;3821.084473;0.93026334;0;Sliced_Fruit;1287.200806;3514.945557;612.138916;831.9122314;T0 Gul 2.1 (1-8).JPG;4032;3024;0.425661642;0.871762291;0.275103251;0.151820168;5;1292.200806;7;3;5;0
1801.108032;3144.75708;2562.80127;3872.513428;0.938331425;0;Sliced_Fruit;2181.108032;3507.75708;727.7563477;761.6932373;T0 Gul 2.1 (1-8).JPG;4032;3024;0.721265884;0.869979435;0.251882684;0.180495126;5;2186.108032;8;3;5;0
1028.605347;1007.682129;1529.559937;1647.563721;0.794975936;0;Sliced_Fruit;1278.605347;1326.682129;639.8815918;500.9545898;T0 Gul 2.2 (9-16).JPG;4032;3024;0.422819228;0.329038226;0.165659587;0.158700792;2;1280.605347;1;3;5;0
1622.648682;996.6170044;2208.248779;1764.681641;0.905857086;0;Sliced_Fruit;1914.648682;1380.617004;768.0646362;585.6000977;T0 Gul 2.2 (9-16).JPG;4032;3024;0.633151019;0.342414932;0.193650826;0.190492221;2;1916.648682;2;3;5;0
1008.463318;1747.502075;1544.429565;2359.349609;0.944122434;0;Sliced_Fruit;1275.463318;2052.502075;611.8475342;535.9662476;T0 Gul 2.2 (9-16).JPG;4032;3024;0.421780198;0.509053094;0.177237516;0.1517479;3;1278.463318;3;3;5;0
1647.196777;1811.509155;2191.053223;2472.20166;0.914824963;0;Sliced_Fruit;1918.196777;2141.509155;660.6925049;543.8564453;T0 Gul 2.2 (9-16).JPG;4032;3024;0.634324331;0.531128263;0.179846708;0.163862228;3;1921.196777;4;2;5;0
1025.621948;2434.188965;1541.658081;3077.612549;0.943817019;0;Sliced_Fruit;1283.621948;2755.188965;643.423584;516.0361328;T0 Gul 2.2 (9-16).JPG;4032;3024;0.424478157;0.683330596;0.170646869;0.159579262;4;1287.621948;5;3;5;0
1601.607056;2514.740479;2134.27002;3253.231689;0.906673074;0;Sliced_Fruit;1867.607056;2883.740479;738.4912109;532.6629639;T0 Gul 2.2 (9-16).JPG;4032;3024;0.617594926;0.715213412;0.17614516;0.183157542;4;1871.607056;6;3;4;0
962.0688477;3234.256592;1584.437622;3826.456543;0.946488917;0;Sliced_Fruit;1273.068848;3530.256592;592.1999512;622.3687744;T0 Gul 2.2 (9-16).JPG;4032;3024;0.420988376;0.875559671;0.20580978;0.146874988;5;1278.068848;7;3;3;0
1685.179199;3312.276855;2300.557861;3907.656738;0.946124673;0;Sliced_Fruit;1992.179199;3609.276855;595.3798828;615.3786621;T0 Gul 2.2 (9-16).JPG;4032;3024;0.658789418;0.89515795;0.203498235;0.147663661;5;1997.179199;8;3;4;0
974.8137207;965.2133789;1626.026733;1719.497314;0.846802354;0;Sliced_Fruit;1299.813721;1342.213379;754.2839355;651.2130127;T0 Gul 2.3 (17-24).JPG;4032;3024;0.42983258;0.332890223;0.215348218;0.187074389;2;1301.813721;1;3;4;0
965.6920166;1736.375977;1547.596802;2485.269531;0.939208627;0;Sliced_Fruit;1255.692017;2110.375977;748.8935547;581.9047852;T0 Gul 2.3 (17-24).JPG;4032;3024;0.415242069;0.52340674;0.192428831;0.185737489;3;1258.692017;2;3;5;0
1615.974121;1795.222168;2203.368408;2485.807617;0.926389575;0;Sliced_Fruit;1908.974121;2140.222168;690.5854492;587.3942871;T0 Gul 2.3 (17-24).JPG;4032;3024;0.631274511;0.530809069;0.194244143;0.171276153;3;1911.974121;3;3;5;0
957.1072998;2538.596191;1473.662476;3219.570557;0.934834361;0;Sliced_Fruit;1215.1073;2878.596191;680.9743652;516.5551758;T0 Gul 2.3 (17-24).JPG;4032;3024;0.401821197;0.713937547;0.170818511;0.168892452;4;1219.1073;4;3;5;0
1603.841797;2543.915771;2208.431885;3327.525391;0.750740349;0;Sliced_Fruit;1905.841797;2934.915771;783.6096191;604.5900879;T0 Gul 2.3 (17-24).JPG;4032;3024;0.630238689;0.727905697;0.199930585;0.194347624;4;1909.841797;5;2;3;0
